GainStep_0  20210916  pippo  76  0  310.1  10.38  2.124e+06  3.896e+04  1  273.8  9.058  1.888e+06  1.29e+04
Gain_vop  20210916  pluto  76  0  0.7668  0.7477  -1.003e+07  3.837e+07  1  -1.471  1.281  -3.449e+06  1.532e+07
GainStep_0  20210916  pluto  76  0  0.9571  0.6864  -3.118e+06  8.153e+06  1  0.9731  0.7018  -2.272e+06  9.888e+06
GainStep_2  20210916  pluto  76  0  0.8458  0.729  -2.743e+06  3.832e+06  1  1.07  0.6407  -2.57e+06  6.012e+06
Gain_vop  20210916  pippo  76  0  359.9  12.09  2.415e+06  4.453e+04  1  320.9  10.62  2.196e+06  1.478e+04
GainStep_2  20210916  pippo  76  0  412.7  13.68  2.795e+06  1.861e+04  1  372.7  12.15  2.387e+06  4.414e+04
