,,exret_mkt,FF_SMB,FF_HML,FF_RMW,FF_CMA,RF,FF_MOM,PR1,PR2,PR3,PR4,PR5,PR6,PR7,PR8,PR9,PR10,PR11,PR12,PR13,PR14,PR15,PR16,PR17,PR18,PR19,PR20,PR21,PR22,PR23,PR24,PR25,PRgrowth,PRvalue,Prsmall,Prlarge
15/02/1987,198702,4.39,3.39,-5.99,-0.96,-2.76,0.43,-2.17,10.7381,8.4563,6.7949,7.0887,6.6102,9.7092,9.21,6.4741,5.9228,5.4887,8.9914,8.1684,5.1054,4.1837,4.2188,7.4594,6.6007,6.5537,3.4319,2.6185,8.2035,5.9703,2.855,-0.4545,-1.0734,8.81,0.08,    8.08,    3.47
15/03/1987,198703,1.64,0.2,1.66,1.28,4.03,0.47,1.6,2.2347,3.2645,2.5144,3.5217,4.7261,0.5024,3.4074,1.4403,2.8751,3.5013,0.173,1.5333,1.0986,2.4836,3.4246,1.887,1.8665,1.8554,1.9251,-1.2764,1.5556,2.2655,0.4432,3.0241,4.8035,1.03,6.8,    3.34,    2.67
15/04/1987,198704,-2.11,-1.56,-0.33,-0.5,1.22,0.44,0.26,-2.2329,-2.7261,-2.2497,-0.5827,-1.3042,-3.8793,-2.5716,-2.9748,-3.8047,-4.8716,-1.9879,-2.3047,-4.5482,-2.0046,-2.6315,-3.6986,-2.4364,-2.5202,-2.013,-1.5805,-1.3506,-1.1568,-2.1523,-0.7395,-0.4975,-3.54,-1.84,   -1.97,   -0.85
15/05/1987,198705,0.11,-0.59,0.13,0.68,1.32,0.38,-0.68,-0.1736,-1.5509,0.1819,0.5827,3.1564,-1.0417,0.079,-0.042,0.3247,0.5999,0.9579,0.0811,-0.4875,0.4378,0.3252,2.075,0.4089,-0.3367,-0.5727,0.8112,1.9066,-0.5479,-0.0449,0.7878,0.5196,1.08,1.59,   -0.10,    0.98
15/06/1987,198706,3.94,-2.25,1.07,1.96,0.83,0.48,-0.2,-0.3311,1.9709,2.6644,1.9947,4.255,1.7338,3.1128,3.6795,3.0822,4.1808,2.0626,2.1674,5.5701,5.2618,2.5914,4.7096,3.2895,4.3049,4.0947,3.7158,4.7307,5.4204,6.1304,5.1775,5.2802,4.3,5.44,    1.72,    5.19
15/07/1987,198707,3.85,-1.09,0.66,-0.25,1.56,0.46,2.67,1.8083,2.0457,2.0573,2.9199,5.341,2.2018,2.1841,3.7213,3.3258,5.7354,2.558,4.4277,3.9332,3.5173,7.6766,3.7286,4.7576,4.8159,4.3925,4.7122,6.0609,3.1895,6.2978,2.5592,3.0974,4.94,5.49,    2.07,    4.32
15/08/1987,198708,3.52,-0.87,-0.9,1.89,-1.59,0.47,-0.87,0.6964,2.2897,2.8401,2.4542,0.7528,2.8611,3.3174,4.081,2.7291,3.9462,3.8938,3.6023,4.3139,3.6641,0.8761,4.7906,4.1131,3.3307,3.3355,1.9998,4.8258,5.2255,3.4722,4.722,2.6312,3.74,0.85,    1.00,    4.65
15/09/1987,198709,-2.59,0.39,0.28,-1.06,1.89,0.45,0.71,-2.7606,-0.3657,-1.0931,-0.4019,-1.2822,-2.1858,-2.386,-0.7048,-0.8403,-2.6031,-3.2801,-2.4359,-1.9494,-2.4048,-1.1797,-2.2261,-0.9976,-2.3747,-1.9296,0.3233,-2.172,-4.0723,0.1718,-1.931,-2.899,-3.88,-1.64,   -1.18,   -2.24
15/10/1987,198710,-23.24,-8.1,4.23,1.64,2.39,0.6,-7.86,-34.2172,-30.9485,-28.7651,-28.8902,-28.8692,-32.7265,-31.6577,-28.4024,-25.0364,-28.8371,-29.7258,-29.0521,-24.3376,-23.0312,-26.1193,-25.9397,-28.8291,-24.9564,-18.2592,-23.8401,-21.6389,-22.4196,-21.7091,-14.8757,-18.9918,-22.72,-23.93,  -28.92,  -19.72
15/11/1987,198711,-7.77,2.83,3.14,-2.36,0.71,0.35,-1.15,-8.4946,-4.8767,-4.8152,-4.6279,-3.5067,-7.3211,-4.7312,-3.7055,-3.4031,-2.8318,-6.6615,-2.6622,-2.9569,-3.1567,-3.7558,-6.4435,-5.8756,-6.4685,-4.4602,-2.0791,-9.6414,-8.489,-8.2659,-7.6092,-7.5541,-9.57,-2.25,   -5.32,   -9.16
15/12/1987,198712,6.81,0.09,-4.49,3.09,-2.36,0.39,5.83,2.8805,4.8658,5.6027,4.9442,3.3177,11.9494,9.7504,7.2491,6.5007,5.0731,12.437,9.6257,6.3331,4.5524,6.8382,12.5156,10.7946,9.499,3.8807,3.7661,8.3536,7.5071,7.9403,3.2397,6.2563,8.79,5.45,    1.64,    6.56
15/01/1988,198801,4.21,-0.56,5.08,-0.89,2.09,0.29,-7.58,5.7595,7.5005,4.4406,4.9708,6.4425,1.8384,2.8359,4.9575,4.2245,6.9161,1.3101,3.6034,4.2858,7.6564,6.2258,0.2859,4.2854,4.4371,6.2447,6.1901,2.2766,1.6277,5.4933,8.8406,8.8001,1.9,5.07,    7.40,    4.39
15/02/1988,198802,4.75,3.27,-1.65,1.85,-0.11,0.46,-1.54,6.0026,7.7742,7.5623,7.3909,7.5878,8.4558,11.8415,8.87,7.8569,7.9055,8.7124,8.1402,6.9657,7.2463,6.1481,8.5312,9.393,6.2844,4.994,6.3551,4.5828,5.449,4.5571,1.7944,2.7738,5.26,6.17,    6.11,    3.73
15/03/1988,198803,-2.27,6.25,0.74,-0.04,1.91,0.44,0.63,4.1689,6.0171,5.6801,5.2973,4.9783,2.3369,6.8677,3.8025,3.3351,4.5506,2.9182,1.0727,1.1492,-0.0085,0.643,-0.8753,1.1152,-0.2016,-0.0195,4.3787,-4.5885,-4.1022,-3.9113,-3.7286,-1.0014,-2.15,0.54,    4.30,   -4.20
15/04/1988,198804,0.56,1.1,1.69,-0.13,1.9,0.46,2.25,1.0204,1.279,2.4463,1.0232,3.9163,2.1315,4.3527,2.9387,1.8584,2.4355,-0.8837,0.2362,1.7414,0.4977,1.4562,0.1984,0.6457,1.3511,-0.957,1.0498,-0.7787,1.0714,1.5367,2.3689,2.3664,-1.23,1.46,    1.13,    1.09
15/05/1988,198805,-0.29,-2.58,2.3,-0.68,0.38,0.51,0.64,-3.5798,-2.1261,-0.8322,-1.8318,-0.9302,-4.4951,-2.0682,-2.4043,-1.3661,-0.8763,-0.9119,-1.8652,-0.9578,1.325,0.9912,-0.7539,-0.5803,-0.7554,2.436,1.0027,0.0809,0.2867,-0.1408,2.2078,2.5992,-0.42,1.8,   -2.37,    1.22
15/06/1988,198806,4.79,2.18,-1.07,1.43,-3.25,0.49,-2.91,6.5281,6.133,6.2116,6.0288,5.0553,7.4709,11.039,8.0782,5.4336,8.5654,6.8799,7.4618,6.2759,6.024,5.9445,7.3548,6.9053,6.6067,3.9838,8.4194,4.1814,6.7807,5.2937,3.0563,3.0391,4.72,6.55,    5.08,    4.38
15/07/1988,198807,-1.25,-0.17,2.27,-0.81,1.45,0.51,0.63,-0.9046,-0.3324,-0.8211,0.9633,-1.0761,-2.5496,-2.3402,-0.0447,0.5994,1.1728,-4.2725,-2.0116,-1.3986,-0.2093,-0.2848,-3.351,-3.4818,0.4009,-1.2577,0.2744,-0.8944,-1.0583,0.539,0.1284,0.9321,-1.44,0.37,    0.09,   -0.01
15/08/1988,198808,-3.31,-0.04,2.03,-0.85,1.74,0.59,0.33,-4.1383,-2.4795,-1.0014,-1.3109,-2.0817,-3.9265,-4.016,-1.8996,-0.3962,-1.5824,-4.2937,-2.4966,-2.1133,0.102,-1.0713,-3.7916,-3.1561,-0.6348,-0.0732,1.3659,-2.7194,-5.2372,-2.3181,-1.4738,-3.1019,-2.75,-1.91,   -2.24,   -3.14
15/09/1988,198809,3.3,-1.32,-0.68,1.45,-0.48,0.62,0.24,1.2628,2.8012,2.7972,1.6881,2.8199,2.6633,2.582,2.7008,2.7892,2.8839,4.0135,2.4402,2.5421,1.466,3.2485,4.63,1.177,3.6202,2.1999,4.6877,5.7012,5.3778,2.0895,4.0491,3.977,4.92,3.98,    1.10,    4.33
15/10/1988,198810,1.15,-2.97,1.71,1.32,1.04,0.61,1.31,-2.843,-1.6805,-1.2655,-2.3401,-0.9745,-2.6389,-0.7326,0.3241,0.1046,-0.5844,-1.569,0.5295,1.1451,0.6809,2.6435,-1.6375,0.9453,0.5613,1.3106,2.5099,1.8443,5.5692,1.5559,2.3775,4.3417,-0.12,4.62,   -1.70,    3.18
15/11/1988,198811,-2.29,-1.67,1.24,0.08,1.6,0.57,0.42,-4.8817,-4.8528,-3.3684,-3.3291,-4.3073,-4.2353,-3.0824,-1.9744,-3.1948,-2.124,-2.9312,-2.4626,-3.7888,-0.5448,-1.502,-1.5848,-2.5553,-3.2897,-1.7735,-0.9702,-1.8792,-1.1446,-1.9145,-0.4263,0.3438,-2.14,0.01,   -4.36,   -0.90
15/12/1988,198812,1.49,1.99,-1.55,0.77,-0.37,0.63,0.42,1.7949,4.118,3.4084,4.7432,2.6156,5.1873,4.1051,3.8151,4.9638,2.8863,4.5295,3.5176,3.4569,2.2932,2.7444,3.3518,3.0236,1.527,1.8608,-0.8133,2.6193,2.092,1.7291,0.5113,0.4246,3.04,0.38,    2.12,    1.76
15/01/1989,198901,6.1,-2.23,0.51,-0.8,0.16,0.55,-0.14,5.3419,5.9511,4.3277,4.3361,5.6072,3.4347,5.6076,4.631,3.7476,7.3242,4.8581,5.5094,5.1097,4.0766,5.4366,4.715,5.6183,6.0258,6.1753,8.2575,7.8312,6.8865,6.3122,6.4851,8.2568,6.5,8.04,    4.93,    7.19
15/02/1989,198902,-2.25,2.67,0.87,-0.62,1.89,0.61,0.94,-1.1164,0.3842,0.959,1.1928,1.8197,1.0109,1.9204,1.3334,0.7763,1.5775,-0.0361,0.6217,0.3481,1.2246,-0.1193,-0.2416,-0.0125,-0.8414,0.1888,1.3443,-3.0862,-2.8692,-2.5265,-1.6288,-2.5818,-1.62,-0.97,    0.36,   -2.96
15/03/1989,198903,1.57,0.74,0.46,-0.04,0.79,0.67,3.55,1.3843,2.7707,4.7665,2.6029,3.0527,1.8505,2.4587,2.2433,1.6891,3.1736,2.1696,1.3035,1.5536,3.402,2.4948,-0.4015,1.5911,2.9801,0.9099,3.2149,3.0161,0.5042,3.9025,2.7756,1.1935,2.82,2.21,    1.87,    2.42
15/04/1989,198904,4.33,-0.7,-1.45,0.82,-0.54,0.67,1.69,3.0357,3.2254,3.4262,2.4914,2.9297,4.5826,5.3842,4.7724,2.5853,5.7643,5.4056,4.6305,4.6293,4.1711,3.7708,6.3788,5.2935,4.028,5.3363,5.3071,6.1099,5.3139,4.666,4.4697,3.6675,5.98,3.74,    2.86,    5.26
15/05/1989,198905,3.35,-0.05,-0.82,0.64,-0.04,0.79,1.56,3.0505,5.4013,1.991,4.1629,3.48,4.7967,3.3303,4.2898,3.5881,3.8017,5.6432,4.7377,3.8178,4.1671,3.9592,4.5029,2.857,3.1073,4.4758,6.1537,4.6896,3.1399,4.4956,4.3231,3.3304,5.03,3.83,    2.92,    4.00
15/06/1989,198906,-1.35,-1.07,2.19,-0.09,1.52,0.71,0.65,-3.057,-1.6059,-2.1937,0.2257,0.5555,-4.9156,-1.9223,-0.2324,-0.6075,-1.6848,-3.4346,-1.4063,-1.3655,0.3212,2.1647,-2.2196,-1.3027,0.4123,1.9623,3.5461,-0.5188,-0.3922,-1.1053,-0.6698,0.7936,-1.92,3.17,   -1.15,   -0.76
15/07/1989,198907,7.2,-4.08,-2.84,2,-0.62,0.7,5.44,2.7637,4.8378,2.2315,3.1552,1.6626,5.6102,5.1556,3.0521,4.0931,3.0454,5.4475,5.0233,3.5139,4.704,3.7993,8.3793,8.5068,6.1426,6.0705,6.4757,11.5567,9.5939,6.9211,7.5292,6.6819,10.32,5.53,    2.63,    9.18
15/08/1989,198908,1.44,0.44,0.72,0.08,-0.5,0.74,-0.14,2.1716,-0.2501,0.8119,2.7799,1.4956,3.665,2.8031,3.0973,3.5215,2.7528,2.6722,2.9977,5.0546,3.215,1.7304,3.6307,3.8892,3.0877,3.7425,1.3576,-0.1149,2.3079,2.9481,1.9269,2.7914,0.35,1.92,    1.97,    1.22
15/09/1989,198909,-0.76,0.46,-1.34,1.41,0.59,0.65,3.4,1.2381,-0.4408,-0.5147,0.6368,-0.3128,2.3227,-0.1553,0.8444,0.7375,-1.0848,1.4037,-1.2222,-1.4079,-0.1804,-1.213,0.1837,-2.8405,-3.1894,-0.9642,0.5625,1.1566,-0.8794,0.2029,0.6996,-0.3663,2.22,-0.67,   -0.08,    0.44
15/10/1989,198910,-3.67,-3.33,-1.03,0.09,0.02,0.68,1.37,-5.1415,-5.6671,-4.8089,-4.2805,-6.7825,-4.9065,-7.1355,-4.9105,-5.6377,-7.9363,-4.1264,-5.9278,-6.2541,-5.0875,-4.845,-2.9502,-3.5582,-7.7089,-2.9547,-4.5214,0.1327,-3.5158,-2.8281,-3.1775,-0.0705,-0.97,-3.7,   -5.69,   -1.17
15/11/1989,198911,1.03,-1.28,-1.12,-1.29,1.47,0.69,2.58,-0.7073,0.2104,-0.6969,-0.0204,-1.2848,0.3011,1.6853,0.6492,1.5011,-0.9031,1.6707,1.6951,0.0067,0.7765,2.2203,2.0809,2.2321,0.5085,0.4173,0.8639,1.97,2.3745,2.6647,1.2953,1.0566,2.24,0.63,   -1.22,    2.25
15/12/1989,198912,1.16,-2.28,0.28,-0.25,1.45,0.61,2.81,-0.7791,-0.8467,-1.0353,-0.8298,-1.6469,1.3306,-0.2987,0.6709,0.9123,0.3398,-0.0568,0.6658,-1.3587,1.7209,-0.5985,2.6767,2.0993,1.3727,1.5198,2.2728,0.6883,0.9755,4.495,4.941,1.0541,0.75,1.7,   -2.15,    2.38
15/01/1990,199001,-7.85,-1.33,0.87,-1.12,1.32,0.57,-3.28,-8.2885,-7.4638,-4.744,-6.9451,-6.0664,-9.604,-9.3418,-7.4129,-7.959,-9.1627,-9.5228,-8.9483,-7.47,-7.2175,-7.6632,-6.9756,-5.9222,-7.7701,-9.051,-9.923,-7.6055,-5.7797,-7.0677,-7.2541,-5.7852,-7.82,-7.68,   -5.56,   -6.80
15/02/1990,199002,1.11,1.17,0.61,-0.18,-0.64,0.57,-0.53,2.0153,2.082,1.0824,3.4585,1.5483,3.3986,3.6722,2.9947,3.5578,2.3887,3.2363,3.3853,1.97,1.3601,2.8584,1.6568,1.398,1.5451,1.5675,3.5032,-0.1106,1.8414,2.4739,1.3788,2.0042,0.33,1.24,    1.22,    1.18
15/03/1990,199003,1.83,1.63,-2.9,2.18,-1.02,0.64,1.65,4.4161,2.6632,2.4015,3.725,1.409,4.9099,4.4672,4.8162,3.09,1.5915,5.4115,2.6619,2.7619,1.4389,-0.5049,3.8629,3.8337,1.8306,2.1313,-0.3506,3.9453,3.8505,0.172,0.6526,1.0406,4.52,-0.85,    2.02,    2.61
15/04/1990,199004,-3.36,-0.43,-2.55,1.83,-0.98,0.69,2.4,-2.545,-2.3896,-1.7116,-2.4792,-3.5308,-4.0605,-3.5691,-2.0179,-2.8983,-5.6681,-2.4559,-2.0333,-3.3674,-5.6609,-5.652,-2.9129,-4.1027,-6.2997,-5.2386,-6.0345,0.4673,-1.3318,-3.8571,-4.1127,-4.2175,-0.18,-5.99,   -2.14,   -1.62
15/05/1990,199005,8.42,-2.42,-3.74,1.7,-1.57,0.68,3.05,8.07,6.3851,5.8633,4.2882,3.4232,10.7352,8.482,5.7996,5.3602,3.7215,9.2338,8.7457,7.0954,5.0096,6.4924,10.9271,8.5757,10.3263,7.2605,8.3215,11.5903,10.9442,7.5458,6.3937,7.8755,12.94,5.32,    4.03,    9.49
15/06/1990,199006,-1.09,1.37,-1.94,-1.09,-0.34,0.63,2.43,1.1288,2.6731,2.3276,0.4719,-0.2038,0.1406,0.9244,-1.1175,0.0879,-0.6442,2.0828,0.6162,-0.3001,-1.9422,-0.1849,0.3219,-1.8605,-1.946,-1.8839,0.0332,3.4122,-2.1308,-2.3393,-3.4491,-0.2183,2.62,0.26,    1.34,   -0.30
15/07/1990,199007,-1.9,-3.24,-0.01,-0.36,3.1,0.68,5.93,-4.6508,-5.0622,-3.0585,-3.1423,-4.5988,-5.2592,-4.4346,-4.4513,-2.3063,-4.1943,-4.4528,-1.6283,-3.4158,-4.7102,-4.7772,-2.0782,-1.7982,-3.4776,-2.3534,-2.0197,-0.9556,-1.2344,2.2236,-1.2977,-2.0321,-1.15,-3.48,   -4.00,    0.08
15/08/1990,199008,-10.15,-3.86,1.58,-0.46,2.99,0.66,1.78,-16.622,-14.3677,-12.3506,-11.1238,-12.4072,-14.5808,-13.6566,-12.3418,-10.6755,-11.3958,-13.9294,-13.5252,-11.0876,-8.8579,-10.0935,-9.821,-11.5663,-10.6055,-9.1332,-10.0018,-8.5609,-10.2209,-6.5784,-9.4691,-10.5847,-8.95,-11.81,  -12.47,   -8.51
15/09/1990,199009,-6.12,-3.75,0.73,-0.07,3.71,0.6,5.53,-10.6032,-9.373,-7.8129,-7.0386,-8.8079,-10.1674,-9.6871,-8.5197,-6.8305,-7.8354,-9.391,-6.9137,-6.5433,-8.0441,-8.3556,-5.7786,-6.471,-9.8635,-6.9381,-7.0147,-5.1428,-5.2389,-1.4312,-6.6207,-7.4122,-6.35,-9.74,   -8.58,   -4.04
15/10/1990,199010,-1.92,-5.08,0.22,2.81,-0.49,0.68,6.73,-6.4065,-6.0789,-6.686,-5.5209,-7.2574,-6.3151,-5.4881,-4.2424,-4.3741,-7.5916,-4.7424,-4.9791,-4.0593,-3.0691,-4.4455,-0.9067,-3.2338,-7.5063,-1.8734,-1.2626,1.6105,-1.8344,-0.9367,0.7491,0.9417,0.88,-3.31,   -6.99,    0.52
15/11/1990,199011,6.35,-0.03,-3.16,0.82,-4.75,0.57,-5.62,3.6555,4.7966,4.54,2.4335,1.1825,12.0346,5.8761,7.0095,6.9214,4.2328,11.059,9.5954,7.4203,7.5601,7.6345,9.1952,8.0317,11.1435,9.0918,6.0376,6.4344,7.7236,5.8334,6.1279,4.3463,8,3.51,    1.62,    5.64
15/12/1990,199012,2.46,0.62,-1.54,3.39,-2,0.6,0.16,0.2449,-0.2692,0.5416,2.1365,0.0925,4.3296,5.3567,4.28,4.1908,4.6145,6.635,4.1288,3.8279,3.6714,2.8925,4.0787,4.1129,4.5007,4.1902,3.6116,3.2416,3.7837,1.5957,2.199,0.8058,3.58,0.05,   -1.17,    2.39
15/01/1991,199101,4.69,3.88,-1.84,1.78,-4.08,0.52,-6.53,7.8223,7.1538,10.4057,8.8312,11.0791,10.2132,6.8405,7.2706,6.5603,8.6245,9.4254,8.7079,6.6103,8.0394,3.577,8.4626,3.9209,8.5686,4.1444,5.325,5.1725,6.1071,1.7239,5.9153,3.9606,5.32,6.85,    7.27,    4.07
15/02/1991,199102,7.19,3.91,-0.54,-0.08,-0.16,0.48,-4.73,14.2041,12.3241,13.1748,12.2229,12.1398,12.0247,10.3638,10.0298,7.9333,13.9111,9.3837,11.372,7.9282,8.6415,8.5418,8.5497,9.2187,8.939,7.8528,5.9178,8.0999,6.9669,5.1859,6.1818,7.9574,8.11,9.49,   12.90,    6.71
15/03/1991,199103,2.65,3.84,-1.23,-0.13,-0.99,0.44,2.83,10.298,8.5859,7.8461,6.2769,7.8357,7.7054,5.1402,5.4555,6.5424,6.5984,7.5886,2.5757,2.1221,4.8731,5.9789,4.7145,3.972,3.3111,3.9378,3.0043,4.526,1.8665,0.2077,1.7059,1.1927,5.36,1.62,    9.65,    2.24
15/04/1991,199104,-0.28,0.31,1.42,0.38,0.71,0.53,-2.4,1.1185,0.8283,1.2291,0.4937,0.5658,-1.4844,0.9245,0.884,1.5193,1.4536,-2.6749,-0.868,2.9795,2.2914,1.704,-0.7012,0.1363,3.9881,1.795,-0.3303,0.0293,0.029,-0.0269,1.3186,-0.1641,0.05,-0.68,    2.69,   -0.30
15/05/1991,199105,3.65,0.18,-0.57,2.08,-2.45,0.47,-0.1,2.3467,4.2454,4.5545,3.2271,3.1238,5.5089,2.9199,5.5413,3.5883,3.6429,3.5886,6.7428,4.8263,4.4724,0.1968,6.6351,2.7486,6.1145,4.2865,5.5082,3.9603,5.13,1.6747,3.9729,6.9031,4.53,9.33,    2.62,    3.65
15/06/1991,199106,-4.94,0.15,1.21,1.37,0.63,0.42,0.46,-7.1725,-3.9177,-3.9179,-4,-3.7709,-5.1118,-5.233,-3.209,-2.9169,-5.6748,-4.8119,-4.3869,-3.4646,-2.094,-4.9899,-5.2945,-4.4246,-5.7425,-3.2577,-3.4701,-4.324,-5.6952,-3.7008,-4.8476,-3.9635,-4.51,-4.87,   -4.02,   -4.20
15/07/1991,199107,4.24,-0.99,-1.25,1.36,-1.41,0.49,4.31,2.5664,4.1289,2.25,3.385,2.5087,4.3011,3.4456,3.3898,3.7657,2.3987,6.0017,4.2385,4.117,3.1515,6.7146,5.9625,3.643,2.453,4.9915,7.1372,6.3917,3.0237,4.8214,4.9334,-0.9497,7.37,2.81,    2.18,    4.81
15/08/1991,199108,2.32,1.43,-0.78,0.79,-0.55,0.46,1.63,3.8425,4.2288,2.9693,1.4025,2.7408,4.0659,3.5961,3.5237,3.6079,2.9985,5.3903,4.0953,2.5818,4.0533,5.9996,1.5287,2.7035,2.8043,3.21,3.1384,4.3454,0.5579,2.8066,1.3635,1.5774,4.38,1.05,    1.87,    2.62
15/09/1991,199109,-1.59,1.54,-1,-2.1,0.16,0.46,1.73,4.2845,2.4771,0.4682,-0.1857,-1.223,0.531,0.7363,2.0329,0.9539,-1.981,-0.0604,-0.4673,-0.7212,0.4704,-3.103,-0.4586,-1.6554,-0.6487,0.0377,-1.0699,-2.1264,-1.1668,-0.9789,-0.0177,-2.9432,-1.81,-3.25,    0.89,   -1.65
15/10/1991,199110,1.29,0.91,-0.43,-1.95,-0.29,0.42,3.23,7.082,4.1088,1.5712,3.8307,1.4073,2.4491,1.286,3.1392,0.6916,1.4143,2.8564,1.2632,1.2798,2.7813,3.873,2.5275,0.3975,1.4521,2.759,3.4508,1.4122,0.9577,1.9997,2.878,1.2661,2.28,1.27,    2.32,    1.18
15/11/1991,199111,-4.19,-0.92,-1.93,1.12,0.12,0.39,1.26,-1.7851,-3.7404,-4.5182,-2.9093,-2.936,-5.0212,-5.203,-2.8223,-5.2317,-6.4901,-3.3319,-4.5977,-4.0358,-4.7066,-5.9071,-2.3625,-4.9052,-3.639,-3.1006,-6.2634,-1.2297,-5.4745,-5.5105,-3.543,-9.2917,-0.14,-7.26,   -1.24,   -3.29
15/12/1991,199112,10.84,-2.41,-4.03,3.76,-3.12,0.38,8.3,6.271,4.1464,5.5899,4.1342,4.878,11.3131,7.0634,5.5856,5.9814,8.0576,14.4209,10.8601,7.2154,9.889,11.2915,13.2813,9.042,9.4561,8.6562,11.0081,15.3559,8.8815,8.2931,6.8083,14.3233,15.69,10.11,    2.80,   11.64
15/01/1992,199201,-0.59,9.23,4.51,-1.14,3.15,0.34,-2.51,14.5054,16.1589,8.4463,14.1018,16.3805,8.3206,4.6507,6.2721,7.4623,9.844,1.5358,4.3987,5.0535,5.7067,9.2987,-0.0525,2.2822,1.1075,0.5668,6.2949,-3.1827,-2.0947,-2.5034,0.2387,6.4339,-2.97,12.93,   16.68,   -2.78
15/02/1992,199202,1.09,1.37,6.37,0.18,2.04,0.28,-0.58,-0.0753,5.5225,2.8896,5.0194,9.8871,0.4069,2.7803,1.6473,4.6575,5.9602,0.2342,2.0589,3.8797,2.843,8.3406,-0.4966,3.0072,2.7279,2.2391,4.9001,0.1827,-0.4363,1.9241,4.2442,10.8584,-0.29,11.83,    5.12,    0.51
15/03/1992,199203,-2.66,-0.88,3.65,0.06,1.93,0.34,-0.36,-6.6959,-5.6049,-2.4171,0.3865,-1.201,-8.4689,-2.0852,-1.6579,-0.4583,-1.1239,-5.2389,-2.2006,-0.3757,0.03,-1.563,-5.7899,-1.0614,-2.5825,-0.9061,-2.2911,-2.794,-1.7875,0.2241,-1.4379,0.7085,-3.45,0.47,   -1.10,   -1.84
15/04/1992,199204,1.07,-5.71,4.31,1.73,2.22,0.32,-2.6,-10.1339,-3.5275,-4.8112,-3.9285,-2.9689,-6.2885,-3.3748,-2.7494,-2.1931,-0.332,-5.673,-1.7901,-1.057,0.4079,2.7479,-1.9211,0.6182,1.7129,3.6443,3.9189,-0.11,5.4848,5.5763,2.7538,10.1656,-1.56,6.69,   -5.21,    2.95
15/05/1992,199205,0.3,0.22,1.28,-0.97,0.43,0.28,0.13,-1.5279,0.2853,-0.0271,-1.4039,1.8037,-0.3603,0.4815,1.6058,1.0092,4.1668,0.031,-0.7647,1.9615,0.691,3.7834,0.084,1.1583,1.5071,0.7261,-0.004,1.1801,0.3457,-0.051,0.2231,-0.2641,1.07,0.93,    0.24,    0.67
15/06/1992,199206,-2.34,-2.67,3.4,0.06,1.07,0.32,-0.61,-9.1866,-5.2509,-5.2783,-5.0757,-4.2539,-5.4617,-5.6843,-2.4657,-3.2119,-1.113,-4.8509,-3.688,-2.4206,-1.4398,-0.4026,-1.92,-4.37,-1.3795,0.2751,-1.0486,-3.0995,0.1364,-2.2331,-0.2552,2.9685,-3.48,1.35,   -4.71,   -1.61
15/07/1992,199207,3.77,-0.64,-0.53,0.96,-0.72,0.31,1.44,0.9063,0.9114,1.9054,2.5027,2.8411,2.6734,4.0933,3.0701,4.4614,3.3055,5.4651,4.6888,3.9409,4.8775,3.9119,5.1307,4.1085,3.6614,4.3828,2.3338,4.9268,3.634,4.8041,3.2283,-0.3252,5.04,-1.04,    2.44,    4.10
15/08/1992,199208,-2.38,-0.45,-1.03,3.72,-1.62,0.26,-0.51,-4.664,-2.9626,-1.7599,-2.0318,-3.1701,-4.2303,-3.4698,-0.3033,-0.4437,-3.6641,-3.9148,-1.9763,-2.2723,-1.3237,-3.1831,-1.3096,-2.5249,-2.2787,-1.3956,-4.712,-0.6031,-3.0956,-0.6441,-3.6756,-8.8069,-1.12,-9.21,   -3.29,   -1.83
15/09/1992,199209,1.19,0.46,-0.21,1.5,-0.5,0.26,1.43,0.3338,1.7058,1.6513,2.1101,0.9771,1.9571,1.5653,3.7153,2.1611,2.2474,2.7806,2.9054,1.945,0.3623,1.739,0.4638,3.3828,1.7493,1.0744,0.4341,0.7331,3.4314,0.8654,0.0686,0.2032,0.13,-0.58,    0.76,    0.88
15/10/1992,199210,1.02,2.03,-2.1,1.1,-0.8,0.23,2.71,2.6245,1.7645,2.7754,2.2522,1.2283,4.7941,3.9655,2.523,1.2658,2.5824,5.9535,3.5374,1.8275,2.3251,1.2534,4.9173,0.725,1.0321,2.0977,4.8942,2.0321,1.5197,-1.7021,-1.9156,-0.1368,2.27,1.05,    1.34,    0.05
15/11/1992,199211,4.13,3.94,-1.48,-0.64,-1.91,0.23,-0.34,10.5014,10.4762,7.6894,8.5887,7.7853,9.4436,8.14,6.5777,4.4775,6.7132,9.7711,6.774,6.172,5.0056,4.4891,6.9874,5.0074,4.0946,2.7958,4.0614,3.7026,4.9118,0.6836,3.1057,8.5218,4.32,8.42,    7.42,    3.16
15/12/1992,199212,1.53,1.64,2.52,-0.83,0.75,0.28,4.44,1.4491,3.5484,4.9259,3.7912,5.1371,1.585,2.5737,3.3692,6.1848,5.0149,3.1435,5.7004,2.3367,4.1402,4.435,1.4374,1.8932,4.0849,4.2661,4.422,-0.6921,3.1978,3.0841,-0.1178,2.852,-0.59,4,    4.87,    1.15
15/01/1993,199301,0.93,2.1,5.87,-1.79,2.78,0.23,4.83,2.6439,5.6983,3.8927,5.778,8.2662,-0.6967,3.2459,4.4292,4.6628,7.8853,-2.0186,3.4455,4.7716,3.0934,4.2575,0.9473,1.5379,2.9467,2.7398,4.5674,-2.3898,0.9799,0.8102,3.293,9.3035,-2.73,9.89,    7.92,   -0.03
